file,line_number,original_line,japanese_text,english_text,french_translation,status,notes
Update/hiruconsole_005.txt,1296,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>詩音</color>"", NULL, ""<color=#5ec69a>Shion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>詩音</color>,<color=#5ec69a>Shion</color>,,todo,
Update/hiruconsole_005.txt,1298,"	OutputLine(NULL, ""「問題は、白のオットセイを誰が拾ったかですね。"",
			NULL, ""\""The problem is, who picked up the white seal?"", Line_WaitForInput);",「問題は、白のオットセイを誰が拾ったかですね。,"""The problem is, who picked up the white seal?",,todo,
Update/hiruconsole_005.txt,1301,"	OutputLine(NULL, ""いくら雛見沢が田舎とはいえ、どこの誰が拾ったのかわからないんじゃ、手の打ちようがありませんし」"",
			NULL, "" Hinamizawa may be a rural village, but if we don't know who found it, there's nothing we can do!\"""", Line_Normal);",いくら雛見沢が田舎とはいえ、どこの誰が拾ったのかわからないんじゃ、手の打ちようがありませんし」," Hinamizawa may be a rural village, but if we don't know who found it, there's nothing we can do!""",,todo,
Update/hiruconsole_005.txt,1309,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>魅音</color>"", NULL, ""<color=#5ec69a>Mion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>魅音</color>,<color=#5ec69a>Mion</color>,,todo,
Update/hiruconsole_005.txt,1311,"	OutputLine(NULL, ""「うん？"",
			NULL, ""\""Huh?"", Line_WaitForInput);",「うん？,"""Huh?",,todo,
Update/hiruconsole_005.txt,1314,"	OutputLine(NULL, ""　そりゃ簡単じゃない！"",
			NULL, "" That's the easiest part!"", Line_WaitForInput);",　そりゃ簡単じゃない！, That's the easiest part!,,todo,
Update/hiruconsole_005.txt,1317,"	OutputLine(NULL, ""　だって、魔法の力で、レナは白の勾玉を持った人を好きになるんでしょ？"",
			NULL, "" The magic is making Rena fall in love with the person with the white magatama, right?"", Line_WaitForInput);",　だって、魔法の力で、レナは白の勾玉を持った人を好きになるんでしょ？," The magic is making Rena fall in love with the person with the white magatama, right?",,todo,
Update/hiruconsole_005.txt,1320,"	OutputLine(NULL, ""　なら、レナの頭の中はその人のことでいっぱいだよ！"",
			NULL, "" That person is all she's thinking about right now! "", GetGlobalFlag(GLinemodeSp));",　なら、レナの頭の中はその人のことでいっぱいだよ！, That person is all she's thinking about right now! ,,todo,
Update/hiruconsole_005.txt,1322,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>魅音</color>"", NULL, ""<color=#5ec69a>Mion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>魅音</color>,<color=#5ec69a>Mion</color>,,todo,
Update/hiruconsole_005.txt,1324,"	OutputLine(NULL, ""　つまり、レナに直接聞けばいいわけさ！」"",
			NULL, ""In other words, we just have to ask Rena herself!\"""", Line_Normal);",　つまり、レナに直接聞けばいいわけさ！」,"In other words, we just have to ask Rena herself!""",,todo,
Update/hiruconsole_005.txt,1332,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>魅音</color>"", NULL, ""<color=#5ec69a>Mion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>魅音</color>,<color=#5ec69a>Mion</color>,,todo,
Update/hiruconsole_005.txt,1334,"	OutputLine(NULL, ""「レぇナぁ～～！！！"",
			NULL, ""\""Reenaaa~~!!!"", Line_WaitForInput);",「レぇナぁ～～！！！,"""Reenaaa~~!!!",,todo,
Update/hiruconsole_005.txt,1337,"	OutputLine(NULL, ""　おじさんに教えてよぅ！"",
			NULL, "" This ol' man wants to know!"", Line_WaitForInput);",　おじさんに教えてよぅ！, This ol' man wants to know!,,todo,
Update/hiruconsole_005.txt,1340,"	OutputLine(NULL, ""　レナのハートを射止めちゃった意中の相手はだぁれぇえぇ？」"",
			NULL, "" Just who is it that stole your heart, Renaaaa?\"""", Line_Normal);",　レナのハートを射止めちゃった意中の相手はだぁれぇえぇ？」," Just who is it that stole your heart, Renaaaa?""",,todo,
Update/hiruconsole_005.txt,1435,"	OutputLine(NULL, ""……レナ乱舞って今日まで色々見てきたけど、コイツはこれまでの中で一番長かった。"",
			NULL, ""...I'd seen Rena go into a frenzy more than a few times before, but this had to have been the longest one yet."", Line_Normal);",……レナ乱舞って今日まで色々見てきたけど、コイツはこれまでの中で一番長かった。,"...I'd seen Rena go into a frenzy more than a few times before, but this had to have been the longest one yet.",,todo,
Update/hiruconsole_005.txt,1445,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#f0953d>レナ</color>"", NULL, ""<color=#f0953d>Rena</color>"", NULL, Line_ContinueAfterTyping); }",<color=#f0953d>レナ</color>,<color=#f0953d>Rena</color>,,todo,
Update/hiruconsole_005.txt,1447,"	OutputLine(NULL, ""「…は、…はぅうぅぅ、そんなこと言えないよぅ…。"",
			NULL, ""\""...Ha... Hauuuu, I can't say it..."", Line_WaitForInput);",「…は、…はぅうぅぅ、そんなこと言えないよぅ…。,"""...Ha... Hauuuu, I can't say it...",,todo,
Update/hiruconsole_005.txt,1450,"	OutputLine(NULL, ""はぅ～！」"",
			NULL, "" Hau~!\"""", Line_Normal);",はぅ～！」," Hau~!""",,todo,
Update/hiruconsole_005.txt,1455,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>圭一</color>"", NULL, ""<color=#956f6e>Keiichi</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>圭一</color>,<color=#956f6e>Keiichi</color>,,todo,
Update/hiruconsole_005.txt,1457,"	OutputLine(NULL, ""「…い、いや、多分こうなると思ったよ。"",
			NULL, ""\""...W-Well, I figured as much."", Line_WaitForInput);",「…い、いや、多分こうなると思ったよ。,"""...W-Well, I figured as much.",,todo,
Update/hiruconsole_005.txt,1460,"	OutputLine(NULL, ""しかしずいぶん威力が向上したな…。"",
			NULL, "" Man, she got a lot stronger..."", Line_WaitForInput);",しかしずいぶん威力が向上したな…。," Man, she got a lot stronger...",,todo,
Update/hiruconsole_005.txt,1463,"	OutputLine(NULL, ""ヒット数も大幅に増加してるぞ…」"",
			NULL, "" There's a lot more hits in her combo, too...\"""", Line_Normal);",ヒット数も大幅に増加してるぞ…」," There's a lot more hits in her combo, too...""",,todo,
Update/hiruconsole_005.txt,1470,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#6972c1>梨花</color>"", NULL, ""<color=#6972c1>Rika</color>"", NULL, Line_ContinueAfterTyping); }",<color=#6972c1>梨花</color>,<color=#6972c1>Rika</color>,,todo,
Update/hiruconsole_005.txt,1472,"	OutputLine(NULL, ""「……次のパッチでは弱体化に違いないのですよ。"",
			NULL, ""\""...I'm sure she'll be nerfed in the next patch."", Line_WaitForInput);",「……次のパッチでは弱体化に違いないのですよ。,"""...I'm sure she'll be nerfed in the next patch.",,todo,
Update/hiruconsole_005.txt,1475,"	OutputLine(NULL, ""にぱ～☆」"",
			NULL, "" Nipah~☆\"""", Line_Normal);",にぱ～☆」," Nipah~☆""",,todo,
Update/hiruconsole_005.txt,1483,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>詩音</color>"", NULL, ""<color=#5ec69a>Shion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>詩音</color>,<color=#5ec69a>Shion</color>,,todo,
Update/hiruconsole_005.txt,1485,"	OutputLine(NULL, ""「大丈夫ですか、お姉。"",
			NULL, ""\""Sis, are you okay?"", Line_WaitForInput);",「大丈夫ですか、お姉。,"""Sis, are you okay?",,todo,
Update/hiruconsole_005.txt,1488,"	OutputLine(NULL, ""女の子に好きな人のことを直接聞くなんて、相変わらずデリカシーがなさすぎですよ」"",
			NULL, "" Really, asking a girl who she likes so directly? You have no delicacy at all, like always.\"""", Line_Normal);",女の子に好きな人のことを直接聞くなんて、相変わらずデリカシーがなさすぎですよ」," Really, asking a girl who she likes so directly? You have no delicacy at all, like always.""",,todo,
Update/hiruconsole_005.txt,1495,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>魅音</color>"", NULL, ""<color=#5ec69a>Mion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>魅音</color>,<color=#5ec69a>Mion</color>,,todo,
Update/hiruconsole_005.txt,1497,"	OutputLine(NULL, ""「……ごめんねぇ、おじさん、女の子じゃないもんでわかんなかったわぁ…」"",
			NULL, ""\""...I'm sorry—this ol' man isn't a little girl, so he didn't understand...\"""", Line_Normal);",「……ごめんねぇ、おじさん、女の子じゃないもんでわかんなかったわぁ…」,"""...I'm sorry—this ol' man isn't a little girl, so he didn't understand...""",,todo,
Update/hiruconsole_005.txt,1503,"	OutputLine(NULL, ""あああぁあぁ、もう厄介なことになったなぁぁ…。"",
			NULL, ""Ahhhhh, this is getting really annoying..."", Line_Normal);",あああぁあぁ、もう厄介なことになったなぁぁ…。,"Ahhhhh, this is getting really annoying...",,todo,
Update/hiruconsole_005.txt,1511,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#fcdb77>沙都子</color>"", NULL, ""<color=#fcdb77>Satoko</color>"", NULL, Line_ContinueAfterTyping); }",<color=#fcdb77>沙都子</color>,<color=#fcdb77>Satoko</color>,,todo,
Update/hiruconsole_005.txt,1513,"	OutputLine(NULL, ""「それにしても、…よりによってレナさんなのですか？"",
			NULL, ""\""Anyway... this is Rena-san, of all people, right...?"", Line_WaitForInput);",「それにしても、…よりによってレナさんなのですか？,"""Anyway... this is Rena-san, of all people, right...?",,todo,
Update/hiruconsole_005.txt,1516,"	OutputLine(NULL, ""　恋心がそのまま攻撃力に転換されるようなお方なんですのよ？"",
			NULL, "" Didn't we know she could convert the love in her heart into raw attack power?"", Line_WaitForInput);",　恋心がそのまま攻撃力に転換されるようなお方なんですのよ？, Didn't we know she could convert the love in her heart into raw attack power?,,todo,
Update/hiruconsole_005.txt,1519,"	OutputLine(NULL, ""　何だか話がこじれそうですわ…」"",
			NULL, "" This is just getting worse...\"""", Line_Normal);",　何だか話がこじれそうですわ…」," This is just getting worse...""",,todo,
Update/hiruconsole_005.txt,1526,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#fcdb77>沙都子</color>"", NULL, ""<color=#fcdb77>Satoko</color>"", NULL, Line_ContinueAfterTyping); }",<color=#fcdb77>沙都子</color>,<color=#fcdb77>Satoko</color>,,todo,
Update/hiruconsole_005.txt,1528,"	OutputLine(NULL, ""「梨花ぁ、元はといえば古手神社の管理が悪かったからなのですから、あなたも対策を何か考えなさいませ！」"",
			NULL, ""\""Rikaaa, this was originally caused by poor management at the Furude Shrine, so you need to think up a counterstrategy for us!\"""", Line_Normal);",「梨花ぁ、元はといえば古手神社の管理が悪かったからなのですから、あなたも対策を何か考えなさいませ！」,"""Rikaaa, this was originally caused by poor management at the Furude Shrine, so you need to think up a counterstrategy for us!""",,todo,
Update/hiruconsole_005.txt,1533,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#6972c1>梨花</color>"", NULL, ""<color=#6972c1>Rika</color>"", NULL, Line_ContinueAfterTyping); }",<color=#6972c1>梨花</color>,<color=#6972c1>Rika</color>,,todo,
Update/hiruconsole_005.txt,1535,"	OutputLine(NULL, ""「…みぃ、こちょこちょマシーンの刑を無しにしてくれるのなら、もっと真剣に考えてみますのですよ…！」"",
			NULL, ""\""...Meep, I'll try thinking about it a little more seriously if you call off the tickle torture punishment...!\"""", Line_Normal);",「…みぃ、こちょこちょマシーンの刑を無しにしてくれるのなら、もっと真剣に考えてみますのですよ…！」,"""...Meep, I'll try thinking about it a little more seriously if you call off the tickle torture punishment...!""",,todo,
Update/hiruconsole_005.txt,1545,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#fcdb77>沙都子</color>"", NULL, ""<color=#fcdb77>Satoko</color>"", NULL, Line_ContinueAfterTyping); }",<color=#fcdb77>沙都子</color>,<color=#fcdb77>Satoko</color>,,todo,
Update/hiruconsole_005.txt,1547,"	OutputLine(NULL, ""「あらぁ、そうでございますかぁ？"",
			NULL, ""\""Oh, is that how it's going to be?"", Line_WaitForInput);",「あらぁ、そうでございますかぁ？,"""Oh, is that how it's going to be?",,todo,
Update/hiruconsole_005.txt,1550,"	OutputLine(NULL, ""　じゃあ軽くお試しに体験してみて、その恐怖のプレッシャーで気合を入れるってのはいかがかしらぁ！"",
			NULL, "" Then how about we give you a trial run, and that dread will get you a little more motivated!"", Line_WaitForInput);",　じゃあ軽くお試しに体験してみて、その恐怖のプレッシャーで気合を入れるってのはいかがかしらぁ！," Then how about we give you a trial run, and that dread will get you a little more motivated!",,todo,
Update/hiruconsole_005.txt,1553,"	OutputLine(NULL, ""　詩音さん詩音さん、ちょっとお話が——」"",
			NULL, "" Shion-san, Shion-san, could I have a word with you...?\"""", Line_Normal);",　詩音さん詩音さん、ちょっとお話が——」," Shion-san, Shion-san, could I have a word with you...?""",,todo,
Update/hiruconsole_005.txt,1558,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#6972c1>梨花</color>"", NULL, ""<color=#6972c1>Rika</color>"", NULL, Line_ContinueAfterTyping); }",<color=#6972c1>梨花</color>,<color=#6972c1>Rika</color>,,todo,
Update/hiruconsole_005.txt,1560,"	OutputLine(NULL, ""「か、考えますのです！！」"",
			NULL, ""\""I-I'll think about it!!\"""", Line_Normal);",「か、考えますのです！！」,"""I-I'll think about it!!""",,todo,
Update/hiruconsole_005.txt,1574,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#6972c1>梨花</color>"", NULL, ""<color=#6972c1>Rika</color>"", NULL, Line_ContinueAfterTyping); }",<color=#6972c1>梨花</color>,<color=#6972c1>Rika</color>,,todo,
Update/hiruconsole_005.txt,1576,"	OutputLine(NULL, ""「みぃ、あれです！」"",
			NULL, ""\""Meep, I've got it!\"""", Line_Normal);",「みぃ、あれです！」,"""Meep, I've got it!""",,todo,
Update/hiruconsole_005.txt,1583,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#fcdb77>沙都子</color>"", NULL, ""<color=#fcdb77>Satoko</color>"", NULL, Line_ContinueAfterTyping); }",<color=#fcdb77>沙都子</color>,<color=#fcdb77>Satoko</color>,,todo,
Update/hiruconsole_005.txt,1585,"	OutputLine(NULL, ""「…ずいぶん投げ遣りに思いついたようでございますけど、何なんですか？」"",
			NULL, ""\""...That was rather slipshod... So, what did you come up with?\"""", Line_Normal);",「…ずいぶん投げ遣りに思いついたようでございますけど、何なんですか？」,"""...That was rather slipshod... So, what did you come up with?""",,todo,
Update/hiruconsole_005.txt,1593,"	OutputLine(NULL, ""梨花ちゃんが指差したのはレナの席だった。"",
			NULL, ""Rika-chan pointed to Rena's seat."", Line_Normal);",梨花ちゃんが指差したのはレナの席だった。,Rika-chan pointed to Rena's seat.,,todo,
Update/hiruconsole_005.txt,1599,"	OutputLine(NULL, ""……レナはさすがに頬杖に飽きたのか、読書を始めていた。"",
			NULL, ""...She was reading a book now, probably because she was tired from all the sitting around and staring out the window with her hand on her cheek."", Line_Normal);",……レナはさすがに頬杖に飽きたのか、読書を始めていた。,"...She was reading a book now, probably because she was tired from all the sitting around and staring out the window with her hand on her cheek.",,todo,
Update/hiruconsole_005.txt,1605,"	OutputLine(NULL, ""時には悪ふざけを抜け読書をすることもある。別に珍しい光景でもなかった。"",
			NULL, ""Sometimes she left the horseplay aside and read a book. It wasn't an unusual sight by any means."", Line_Normal);",時には悪ふざけを抜け読書をすることもある。別に珍しい光景でもなかった。,Sometimes she left the horseplay aside and read a book. It wasn't an unusual sight by any means.,,todo,
Update/hiruconsole_005.txt,1612,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#fcdb77>沙都子</color>"", NULL, ""<color=#fcdb77>Satoko</color>"", NULL, Line_ContinueAfterTyping); }",<color=#fcdb77>沙都子</color>,<color=#fcdb77>Satoko</color>,,todo,
Update/hiruconsole_005.txt,1614,"	OutputLine(NULL, ""「…でも何だか様子が違いますわね。"",
			NULL, ""\""...But she still seems different."", Line_WaitForInput);",「…でも何だか様子が違いますわね。,"""...But she still seems different.",,todo,
Update/hiruconsole_005.txt,1617,"	OutputLine(NULL, ""普段とは違う雰囲気の本を何冊も持ってきておりますわ」"",
			NULL, "" She brought some books that aren't quite the same as her usual ones.\"""", Line_Normal);",普段とは違う雰囲気の本を何冊も持ってきておりますわ」," She brought some books that aren't quite the same as her usual ones.""",,todo,
Update/hiruconsole_005.txt,1624,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#6972c1>梨花</color>"", NULL, ""<color=#6972c1>Rika</color>"", NULL, Line_ContinueAfterTyping); }",<color=#6972c1>梨花</color>,<color=#6972c1>Rika</color>,,todo,
Update/hiruconsole_005.txt,1626,"	OutputLine(NULL, ""「どうかしましたか、沙都子」"",
			NULL, ""\""What's the matter, Satoko?\"""", Line_Normal);",「どうかしましたか、沙都子」,"""What's the matter, Satoko?""",,todo,
Update/hiruconsole_005.txt,1633,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#fcdb77>沙都子</color>"", NULL, ""<color=#fcdb77>Satoko</color>"", NULL, Line_ContinueAfterTyping); }",<color=#fcdb77>沙都子</color>,<color=#fcdb77>Satoko</color>,,todo,
Update/hiruconsole_005.txt,1635,"	OutputLine(NULL, ""「…レナさんの様子をよぉく御覧なさいませ。"",
			NULL, ""\""...I'm carefully watching Rena-san."", Line_WaitForInput);",「…レナさんの様子をよぉく御覧なさいませ。,"""...I'm carefully watching Rena-san.",,todo,
Update/hiruconsole_005.txt,1638,"	OutputLine(NULL, ""何かヒントになるかもしれませんわ」"",
			NULL, "" She might give us a hint.\"""", Line_Normal);",何かヒントになるかもしれませんわ」," She might give us a hint.""",,todo,
Update/hiruconsole_005.txt,1646,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>魅音</color>"", NULL, ""<color=#5ec69a>Mion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>魅音</color>,<color=#5ec69a>Mion</color>,,todo,
Update/hiruconsole_005.txt,1648,"	OutputLine(NULL, ""「何読んでんだろ。"",
			NULL, ""\""I wonder what she's reading."", Line_WaitForInput);",「何読んでんだろ。,"""I wonder what she's reading.",,todo,
Update/hiruconsole_005.txt,1651,"	OutputLine(NULL, ""ここからじゃよくわかんないね…」"",
			NULL, "" I can't really tell from here...\"""", Line_Normal);",ここからじゃよくわかんないね…」," I can't really tell from here...""",,todo,
Update/hiruconsole_005.txt,1657,"	OutputLine(NULL, ""さっきのレナの攻撃で懲りたのか、魅音は必要以上に距離を取って慎重そうだった。"",
			NULL, ""Having learned her lesson from Rena's attacks earlier, Mion was being careful to keep more distance than she had to."", Line_Normal);",さっきのレナの攻撃で懲りたのか、魅音は必要以上に距離を取って慎重そうだった。,"Having learned her lesson from Rena's attacks earlier, Mion was being careful to keep more distance than she had to.",,todo,
Update/hiruconsole_005.txt,1666,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>圭一</color>"", NULL, ""<color=#956f6e>Keiichi</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>圭一</color>,<color=#956f6e>Keiichi</color>,,todo,
Update/hiruconsole_005.txt,1668,"	OutputLine(NULL, ""「何だ？"",
			NULL, ""\""What is it?"", Line_WaitForInput);",「何だ？,"""What is it?",,todo,
Update/hiruconsole_005.txt,1671,"	OutputLine(NULL, ""　ありゃ多分、何かのハウツー本だな。"",
			NULL, "" Oh, I think it's a how-to book."", Line_WaitForInput);",　ありゃ多分、何かのハウツー本だな。," Oh, I think it's a how-to book.",,todo,
Update/hiruconsole_005.txt,1674,"	OutputLine(NULL, ""何を勉強しようとしてるんだ？」"",
			NULL, "" I wonder what she's learning about.\"""", Line_Normal);",何を勉強しようとしてるんだ？」," I wonder what she's learning about.""",,todo,
Update/hiruconsole_005.txt,1681,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>詩音</color>"", NULL, ""<color=#5ec69a>Shion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>詩音</color>,<color=#5ec69a>Shion</color>,,todo,
Update/hiruconsole_005.txt,1683,"	OutputLine(NULL, ""「あッ！"",
			NULL, ""\""Ah!"", Line_WaitForInput);",「あッ！,"""Ah!",,todo,
Update/hiruconsole_005.txt,1686,"	OutputLine(NULL, ""　写真ですね！"",
			NULL, "" They're photographs!"", Line_WaitForInput);",　写真ですね！, They're photographs!,,todo,
Update/hiruconsole_005.txt,1689,"	OutputLine(NULL, ""　写真撮影の専門誌のようです！！」"",
			NULL, "" Seems like it's a photography magazine!!\"""", Line_Normal);",　写真撮影の専門誌のようです！！」," Seems like it's a photography magazine!!""",,todo,
Update/hiruconsole_005.txt,1694,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>圭一</color>"", NULL, ""<color=#956f6e>Keiichi</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>圭一</color>,<color=#956f6e>Keiichi</color>,,todo,
Update/hiruconsole_005.txt,1696,"	OutputLine(NULL, ""「他にもカメラのカタログまであるぜ！"",
			NULL, ""\""And she's got a camera catalog too!"", Line_WaitForInput);",「他にもカメラのカタログまであるぜ！,"""And she's got a camera catalog too!",,todo,
Update/hiruconsole_005.txt,1699,"	OutputLine(NULL, ""　この雛見沢でこのキーワードが意味する人物はひとりしかいねぇだろ！！」"",
			NULL, "" There's only one person in Hinamizawa who matches those keywords!!\"""", Line_Normal);",　この雛見沢でこのキーワードが意味する人物はひとりしかいねぇだろ！！」," There's only one person in Hinamizawa who matches those keywords!!""",,todo,
Update/hiruconsole_005.txt,1706,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#5ec69a>魅音</color>"", NULL, ""<color=#5ec69a>Mion</color>"", NULL, Line_ContinueAfterTyping); }",<color=#5ec69a>魅音</color>,<color=#5ec69a>Mion</color>,,todo,
Update/hiruconsole_005.txt,1708,"	OutputLine(NULL, ""「うん、間違いないね！"",
			NULL, ""\""Yep, no doubt about it!"", Line_WaitForInput);",「うん、間違いないね！,"""Yep, no doubt about it!",,todo,
Update/hiruconsole_005.txt,1711,"	OutputLine(NULL, ""　週刊激写別冊、ナースローアングル特集号まであるよ！！"",
			NULL, "" She even has the weekly spectacular photo issue, Nurse Low Angle's special edition!!"", Line_WaitForInput);",　週刊激写別冊、ナースローアングル特集号まであるよ！！," She even has the weekly spectacular photo issue, Nurse Low Angle's special edition!!",,todo,
Update/hiruconsole_005.txt,1714,"	OutputLine(NULL, ""　もう該当人物はひとりしかいないッ！！」"",
			NULL, "" There's only one person it could possibly be!!\"""", Line_Normal);",　もう該当人物はひとりしかいないッ！！」," There's only one person it could possibly be!!""",,todo,
Update/hiruconsole_005.txt,1720,"	OutputLine(NULL, ""…最後の一項目が大いに問題ありだが、とにかくとにかく、ここまで条件が揃えばあの人しかいないというわけだ。"",
			NULL, ""...The last item was kinda problematic, but anyway... Anyway, given all this evidence, it had to be him."", Line_Normal);",…最後の一項目が大いに問題ありだが、とにかくとにかく、ここまで条件が揃えばあの人しかいないというわけだ。,"...The last item was kinda problematic, but anyway... Anyway, given all this evidence, it had to be him.",,todo,
Update/hiruconsole_005.txt,1726,"	OutputLine(NULL, ""ったく、ぼんやりしているクセにレナの（強制的な）片想い相手ってのは納得行かねえぇ！"",
			NULL, ""Geez, he's always just wandering around, so I can't accept him becoming Rena's (forced) one-sided love interest!"", Line_Normal);",ったく、ぼんやりしているクセにレナの（強制的な）片想い相手ってのは納得行かねえぇ！,"Geez, he's always just wandering around, so I can't accept him becoming Rena's (forced) one-sided love interest!",,todo,
Update/hiruconsole_005.txt,1735,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#f0953d>レナ</color>"", NULL, ""<color=#f0953d>Rena</color>"", NULL, Line_ContinueAfterTyping); }",<color=#f0953d>レナ</color>,<color=#f0953d>Rena</color>,,todo,
Update/hiruconsole_005.txt,1737,"	OutputLine(NULL, ""「はぅ～、レナにもカメラの使い方教えてくださいって言ったら教えてくれるかな、かな…！」"",
			NULL, ""\""Hau~ I wonder if he'd teach me how to use a camera if I asked him. If I did...!\"""", Line_Normal);",「はぅ～、レナにもカメラの使い方教えてくださいって言ったら教えてくれるかな、かな…！」,"""Hau~ I wonder if he'd teach me how to use a camera if I asked him. If I did...!""",,todo,
Update/hiruconsole_005.txt,1744,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#f0953d>レナ</color>"", NULL, ""<color=#f0953d>Rena</color>"", NULL, Line_ContinueAfterTyping); }",<color=#f0953d>レナ</color>,<color=#f0953d>Rena</color>,,todo,
Update/hiruconsole_005.txt,1746,"	OutputLine(NULL, ""「そしたら手取り足取り教えてくれるかな、かなかなかな！"",
			NULL, ""\""I wonder if he'd go into great detail, if he would, if he would!"", Line_WaitForInput);",「そしたら手取り足取り教えてくれるかな、かなかなかな！,"""I wonder if he'd go into great detail, if he would, if he would!",,todo,
Update/hiruconsole_005.txt,1749,"	OutputLine(NULL, ""　ナースさんの格好して行ったらやさしくしてくれるかなッ！"",
			NULL, "" I wonder if he'd treat me nice if I dressed up as a nurse!"", Line_WaitForInput);",　ナースさんの格好して行ったらやさしくしてくれるかなッ！, I wonder if he'd treat me nice if I dressed up as a nurse!,,todo,
Update/hiruconsole_005.txt,1752,"	OutputLine(NULL, ""　かなかなかなかなッ！！"",
			NULL, "" If I dressed up, dressed up, dressed up!"", Line_WaitForInput);",　かなかなかなかなッ！！," If I dressed up, dressed up, dressed up!",,todo,
Update/hiruconsole_005.txt,1755,"	OutputLine(NULL, ""　そしたらそしたら、はぅはぅ、はぅ～～～！！」"",
			NULL, "" And then, and then, hau hau, hau~~~!!\"""", Line_Normal);",　そしたらそしたら、はぅはぅ、はぅ～～～！！」," And then, and then, hau hau, hau~~~!!""",,todo,
Update/hiruconsole_005.txt,1764,"	OutputLine(NULL, ""おもむろにレナが席を立つ！"",
			NULL, ""Rena calmly got out of her seat!"", Line_Normal);",おもむろにレナが席を立つ！,Rena calmly got out of her seat!,,todo,
Update/hiruconsole_005.txt,1772,"	OutputLine(NULL, ""瞳の中にはハートと花びらがいっぱいで、覗き込めばさぞやすごい光景が映っているに違いなかった。"",
			NULL, ""Hearts and flower petals filled her eyes, and doubtless you would see an even more amazing image if you peered into them."", Line_Normal);",瞳の中にはハートと花びらがいっぱいで、覗き込めばさぞやすごい光景が映っているに違いなかった。,"Hearts and flower petals filled her eyes, and doubtless you would see an even more amazing image if you peered into them.",,todo,
Update/hiruconsole_005.txt,1784,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#f0953d>レナ</color>"", NULL, ""<color=#f0953d>Rena</color>"", NULL, Line_ContinueAfterTyping); }",<color=#f0953d>レナ</color>,<color=#f0953d>Rena</color>,,todo,
Update/hiruconsole_005.txt,1786,"	OutputLine(NULL, ""「あのねあのね魅ぃちゃん！"",
			NULL, ""\""Hey, hey, Mii-chan!"", Line_WaitForInput);",「あのねあのね魅ぃちゃん！,"""Hey, hey, Mii-chan!",,todo,
Update/hiruconsole_005.txt,1789,"	OutputLine(NULL, ""　レナは急に具合が悪くなっちゃったから早退するね、はぅ～！！」"",
			NULL, "" Rena suddenly feels really sick, so she's going home early, hau~!!\"""", Line_Normal);",　レナは急に具合が悪くなっちゃったから早退するね、はぅ～！！」," Rena suddenly feels really sick, so she's going home early, hau~!!""",,todo,
Update/hiruconsole_005.txt,1798,"	OutputLine(NULL, ""何てメチャクチャ！　放課後を待たずにレナは教室を飛び出す！！"",
			NULL, ""How brash! Rena burst out of the classroom without waiting for school to end!!"", Line_Normal);",何てメチャクチャ！　放課後を待たずにレナは教室を飛び出す！！,How brash! Rena burst out of the classroom without waiting for school to end!!,,todo,
